Title,Year,Languages,Suggestion ID,Suggestions
RRR (Hindi),2022,"Unknown, Spanish, Hindi, Portuguese, Turkish",81476453,"80203996, 80204117, 81244367, 81157385, 81144150, 81519291, 80164778, 80104648, 81497215, 81493411, 81727155, 81227047"
Raees,2017,Hindi,80164778,"80091866, 80017528, 70059026, 81493411, 70000196, 70224999, 81244367, 81144150, 80104648, 81476453, 60036750, 70083535"
Animal,2023,"English, Hindi, Kannada, Malayalam, Tamil, Telugu",81436990,"81727155, 81493411, 81698397, 80204117, 81639323, 81671215, 80104648, 81476453, 81637260, 81754779, 80203996, 81157385"
Dunki,2023,Hindi,81731618,"81671215, 81732726, 81493411, 81672746, 80091866, 81760391, 81144147, 81631011, 81722145, 81730920, 81382254, 81572875"
Dilwale,2015,Hindi,80091866,"60036752, 80017528, 60036750, 70000196, 70219526, 80164778, 70083535, 60036735, 70276515, 70059026, 70057651, 80206847"
Don,2006,Hindi,70059026,"70224999, 80017528, 80091866, 80164778, 70229046, 70000196, 80104648, 81144150, 81493411, 70229498, 81244367, 81189912"
Sooryavanshi,2021,"English, Spanish, Hindi, Kannada, Malayalam, Tamil, Telugu",81144150,"80057278, 70229043, 81157385, 70295762, 80104648, 81476453, 81244369, 80159955, 80017528, 81242574, 80164778, 81698397"
Katteri,2022,Tamil,81632774,"81632775, 81704206, 81640341, 81632777, 81699650, 81644920, 81496130, 81435636, 81088083, 81151877, 81644285, 81760372"
Conjuring Kannappan (Telugu),2023,Telugu,81754783,"81704206, 81632775, 81678103, 81754785, 81504461, 81052275, 81725766, 81597037, 81496132, 81588444, 81177374, 81671559"
Ghost Stories,2020,"English, Spanish, Hindi, Portuguese, Tamil, Telugu, Turkish",81088083,"81029150, 81267359, 81644920, 81496130, 80996338, 81151880, 81061353, 80245450, 81061789, 70037493, 81683124, 81760372"
Wild Wild Punjab,2024,"English, Spanish, Spanish, French, Hindi, Portuguese, Tamil, Telugu",81730408,"81672746, 81630998, 81760391, 81281426, 70276514, 81285617, 70278990, 81177241, 81641718, 81332225, 81267359, 81249783"
Kumari,2022,Malayalam,81644920,"81496130, 81088083, 81029150, 81061789, 81061353, 81267359, 81504461, 81151880, 81632775, 81496132, 81640341, 70037493"
Tillu Square,2023,"Hindi, Kannada, Malayalam, Tamil, Telugu",81671559,"81760391, 81678103, 81715677, 81514146, 81052275, 81252029, 81671565, 81637260, 81727155, 81639320, 81508702, 81382265"
Boomika (Hindi),2021,Hindi,81496130,"81151880, 81088083, 81267359, 81061353, 81029150, 81644920, 70037493, 81061789, 81683124, 80996338, 81243747, 80245450"
Virupaksha,2023,Telugu,81504461,"81699650, 81699652, 81496130, 81644920, 81699651, 81683124, 81088083, 81267359, 81029150, 81754783, 81061353, 81243747"
Talaash,2012,Hindi,70262614,"80068117, 70139076, 70134537, 81112446, 80201175, 80164904, 81318083, 81039382, 81144153, 81436989, 81508378, 70303496"
Mom,2017,Hindi,80201175,"81280352, 81267360, 81537953, 81508378, 81564504, 81144153, 80068117, 81292944, 81112446, 70262614, 81690671, 81586376"
Badla,2019,Hindi,81112446,"81320770, 80177776, 81436989, 80164904, 81039382, 70262614, 80201175, 80068117, 81144153, 81076113, 81423086, 81154455"
Ittefaq,2017,Hindi,80164904,"81436989, 81039382, 81112446, 81076113, 81595555, 81154455, 81423086, 81269716, 81144153, 70262614, 81514144, 81690671"
Maharaja,2023,"Hindi, Kannada, Malayalam, Tamil, Telugu",81690671,"81730920, 81631011, 81760391, 81382266, 81285617, 81249783, 81602976, 81715677, 81773534, 81122198, 27748788, 81914031"
Gabbar Is Back,2015,Hindi,80057278,"70295762, 70229043, 81144150, 81244369, 70229498, 70229046, 80104648, 80177776, 70303495, 80159955, 80164778, 81690671"
Mrs. Chatterjee vs Norway,2023,Hindi,81508378,"81267360, 81280352, 80201175, 81641718, 81292944, 81732726, 81318083, 81305487, 81690671, 81730920, 81760391, 81511260"
Srikanth,2024,Hindi,81631011,"81690671, 81760391, 81730920, 81773534, 81144147, 81382266, 81249783, 81122198, 81285617, 81715677, 81774155, 81602976"
Murder Mubarak,2024,"English, Spanish, Spanish, Hindi, Polish, Portuguese, Tamil, Telugu",81572875,"81760391, 81672746, 81602976, 81731618, 81595555, 81773534, 81730920, 81707604, 81480217, 81730408, 81722145, 81631011"
Choked: Paisa Bolta Hai,2020,"English, Hindi",81176968,"81732726, 81278142, 81220676, 81572875, 81206929, 81690671, 81116486, 81243746, 81004536, 81285942, 80202877, 81285617"
Khufiya,2023,"Unknown, Spanish, Hindi, Portuguese, Tamil, Telugu",81252372,"81595555, 81586376, 81305487, 81436989, 81773534, 81732726, 81633804, 80164904, 81572876, 81144153, 81722145, 81572875"
Vadh,2022,Hindi,81554104,"81732726, 81436989, 81514144, 81269716, 81265959, 81564504, 81690671, 81631011, 81511260, 81572876, 81154455, 81730353"
Merry Christmas (Tamil),2023,Tamil,81713401,"81713665, 81713675, 81624793, 81754779, 81639319, 81728125, 81644302, 81508241, 81176204, 81597747, 81597698, 81289660"
Merry Christmas (Telugu),2023,Telugu,81713675,"81713665, 81713401, 81639320, 81508702, 81727155, 81504462, 81285617, 81597698, 81671558, 81728124, 81382266, 81624800"
Dhokha - Round D Corner,2022,Hindi,81514144,"81436989, 81039382, 81320770, 80164904, 81564504, 81076113, 81305487, 81144153, 81444027, 81269716, 81423086, 81225175"
Haseen Dillruba,2021,"English, Spanish, Hindi, Portuguese, Tamil, Telugu",81320770,"81294132, 81537953, 81206929, 81112446, 81514144, 81144153, 81436989, 81269716, 81039382, 81305487, 81076113, 81564504"
The Girl on the Train,2021,"Spanish, Hindi, Portuguese, Tamil, Telugu",81144153,"81076113, 81564504, 80201175, 81039382, 81586376, 81320770, 81112446, 81305487, 81537953, 81436989, 80164904, 81151880"
Darlings,2022,"Unknown, Spanish, Hindi, Indonesian, Malay, Portuguese, Thai",81537953,"81641718, 81267360, 81320770, 81564504, 81586376, 81305487, 80201175, 81672746, 81760391, 81382254, 80032081, 81144153"
Kathal - A Jackfruit Mystery,2023,"English, Hindi, Tamil, Telugu",81511260,"81242571, 81332225, 81113922, 81595555, 81572875, 81641718, 81760391, 81508378, 81131656, 81305487, 81116576, 81508740"
Saaho,2019,Hindi,81157385,"80104648, 81727155, 81754782, 81144150, 81476453, 81189912, 80204117, 80203996, 81244367, 81214289, 81252029, 81597036"
Beast,2022,Tamil,81508241,"81508719, 81016196, 81639319, 81508702, 81337210, 80190101, 81644302, 81427795, 81508242, 81551307, 81157385, 81597036"
Codename: Tiranga,2022,Hindi,81387252,"81633804, 81242574, 81292944, 70303495, 81144150, 81564504, 80177776, 81351700, 81436989, 81773534, 70293703, 81698397"
Heeramandi: The Diamond Bazaar,2024,"Arabic, French, Hindi, Kannada, Malayalam, Portuguese, Tamil, Telugu",81122198,"81760391, 81280352, 81690671, 70090035, 81004536, 81308413, 81423081, 81508378, 81774155, 81773534, 60036750, 81730920"
Crew,2024,Hindi,81672746,"81760391, 81641718, 81731618, 81537953, 81572875, 81382254, 70276514, 81267360, 70276515, 70202336, 81595543, 81730408"
DeAr,2024,"Hindi, Kannada, Malayalam, Tamil, Telugu",81774155,"81760391, 81773534, 81711308, 81690671, 81602976, 81514146, 81753407, 81122198, 80158042, 81615045, 81642992, 81588444"
Gangubai Kathiawadi,2022,"Hindi, Telugu, Thai",81280352,"81267360, 80201175, 81690671, 81508378, 81476453, 80202877, 70276515, 81760391, 81122198, 80204117, 80203996, 81318083"
Mimi,2021,Hindi,81267360,"81280352, 81537953, 81508378, 80032081, 80201175, 81292944, 81641718, 81113918, 81318083, 70303428, 81760391, 81016191"
Phantom,2015,Hindi,70303495,"80159955, 80177776, 70293703, 81242574, 70229046, 70229498, 80057278, 81189912, 81144150, 81387252, 70001237, 70123124"
Delhi Crime,2019,"Unknown, Hindi, Tamil, Telugu",81076756,"81154455, 81226180, 81183491, 81443393, 81290872, 80997361, 80216058, 80115328, 81436989, 81281063, 81417638, 81269716"
Anek,2022,"Hindi, Tamil, Telugu",81351700,"81154455, 81242574, 81514149, 81387252, 70293703, 70001237, 80175334, 80997361, 70303495, 81633804, 81690671, 81323993"
Class of '83,2020,"English, Hindi, Tamil, Telugu",80997361,"81154455, 81225175, 70293703, 80164904, 81269716, 81436989, 80177776, 81351700, 81076756, 81773534, 81039382, 81423086"
Madras Café,2013,Hindi,70293703,"80159955, 70303495, 81154455, 80175334, 80177776, 70123124, 81382262, 70001237, 80997361, 70107499, 81242574, 80164904"
Naam Shabana,2017,Hindi,80177776,"70303495, 81112446, 80057278, 70293703, 81144150, 80159955, 81154455, 70107499, 81423086, 80164904, 81633804, 70295762"
Raat Akeli Hai,2020,"English, Hindi",81269716,"81225175, 81436989, 81320770, 81154455, 80164904, 81690671, 81039382, 81076113, 80115328, 81107576, 81514144, 81554104"
Lakshya,2004,Hindi,70001237,"81242574, 70047320, 70019491, 80175334, 81292944, 70303495, 70090035, 81698397, 70293703, 70000196, 80104257, 81690671"
A Wednesday,2008,Hindi,70107499,"70123124, 80175334, 70047320, 80057278, 80177776, 70303432, 70293703, 70303495, 70063017, 70123126, 81154455, 81690671"
Haider,2014,Hindi,70303432,"80059331, 70123124, 70139075, 81107545, 70117268, 70047320, 81350340, 70123126, 80175334, 80088678, 70107499, 70139076"
Mission Raniganj: The Great Bharat Rescue,2023,Hindi,81471784,"81493411, 81722145, 81773534, 81144147, 81711003, 80175334, 81595555, 81242574, 81725617, 81760391, 81292944, 81731618"
Shabaash Mithu,2022,"Hindi, Tamil, Telugu",81318084,"81144147, 81019031, 81107547, 80015785, 81350340, 81292944, 70084775, 81220676, 81242574, 70254346, 81690671, 81210705"
Mary Kom,2014,Hindi,80015785,"81318084, 81292944, 81019031, 81016191, 81037373, 81107547, 81144147, 70084775, 81283585, 81244369, 81350340, 81690671"
Soorma,2018,Hindi,81019031,"81144147, 81107547, 81200720, 81318084, 81350340, 70084775, 80015785, 81664257, 81292944, 70254346, 81690671, 80175334"
Jersey,2022,"Unknown, Spanish, Hindi, Portuguese",81350340,"81144147, 81107545, 81107547, 81019031, 81318084, 81242574, 81020508, 70084775, 70254346, 81323993, 81382264, 81292944"
Jogi,2022,"Unknown, Hindi, Malayalam, Tamil, Telugu",81200720,"81664257, 81019031, 81281063, 81773534, 81264422, 80175334, 81318083, 80202877, 81177241, 81690671, 81471784, 81760391"
Maharaj,2024,"English, Spanish, Spanish, French, Hindi, Portuguese, Tamil, Telugu",81730920,"81690671, 81631011, 81760391, 81715677, 81249783, 81122198, 81773534, 80088678, 81382266, 81731618, 81671215, 81280352"
"Monica, O My Darling",2022,"Unknown, Spanish, Hindi, Malayalam, Portuguese, Tamil, Telugu",81444027,"81436989, 81107576, 81514144, 80164904, 81210705, 81269716, 81514149, 81320770, 81350338, 81350339, 81016193, 81305487"
The Body,2019,Hindi,81039382,"81436989, 81076113, 80164904, 81514144, 81423086, 81112446, 81144153, 81269716, 81244769, 81225175, 81320770, 81154455"
Dhamaka,2021,"English, Spanish, Hindi, Polish, Portuguese, Tamil, Telugu",81423086,"81436989, 81076113, 81039382, 80177776, 80164904, 81144153, 81305487, 81225175, 81514144, 81154455, 81320770, 81112446"
Mrs. Serial Killer,2020,"English, Spanish, Hindi, Tamil, Telugu",81076113,"81039382, 81436989, 81144153, 80164904, 81320770, 81423086, 81269716, 81112446, 80201175, 81514144, 81225175, 81305487"
Major (Telugu),2022,Telugu,81242575,"81242574, 81508702, 81427455, 81462293, 81614454, 81504462, 81637260, 81604816, 81477014, 81597036, 81727155, 81252029"
Toolsidas Junior,2022,Hindi,81107547,"70139072, 81283585, 81318084, 81350340, 81281461, 81144147, 81019031, 80115686, 70084775, 80015785, 70254346, 81292944"
Dhan Dhana Dhan Goal,2007,Hindi,70084775,"81019031, 81350340, 81144147, 80015785, 81107547, 70115621, 70254346, 81318084, 81244369, 70047320, 70123126, 70001237"
Sanju,2018,Hindi,81020508,"81107545, 80147949, 80164778, 70276515, 70303496, 81144147, 81350340, 80087743, 70219525, 70202336, 81690671, 70052249"
Kai Po Che!,2013,Hindi,70254346,"81350340, 81019031, 70084775, 81107547, 81144147, 70047320, 81318084, 70123126, 80015785, 70139542, 70115621, 81690671"
Bareilly Ki Barfi,2017,Hindi,81016193,"81113918, 81116576, 81323993, 81350338, 81267359, 70278990, 81267360, 81350339, 70302193, 70052249, 81294132, 81332225"
Kaali Khuhi,2020,"English, Hindi",81061353,"81088083, 81496130, 81029150, 81267359, 81644920, 81061789, 70037493, 81151880, 80245450, 80996338, 81243747, 81683124"
Chandramukhi 2 (Hindi),2023,Hindi,81683124,"81644300, 81267359, 81243747, 81029150, 81496130, 81725766, 81088083, 70037493, 81687159, 81061353, 81722145, 81656709"
Main Hoon Na,2004,Hindi,70000196,"70083535, 60036750, 60036735, 80091866, 60036752, 80074065, 80017528, 60036112, 70276515, 70052249, 70057651, 70019491"
Kuch Kuch Hota Hai,1998,Hindi,60036752,"60036750, 60036735, 70083535, 80074065, 80091866, 70000196, 70057651, 60035870, 60036112, 70219526, 80017528, 70276515"
Don 2,2011,Hindi,70224999,"70059026, 80164778, 80017528, 80091866, 70229046, 81144150, 81189912, 80104648, 81157385, 70000196, 80057278, 80159955"
Yeh Jawaani Hai Deewani,2013,Hindi,70276515,"80147949, 70202336, 70219526, 80087743, 80057585, 70123119, 81382254, 80158042, 81107545, 70303428, 60036750, 70083535"
Boss,2013,Hindi,70295762,"80057278, 70229043, 81144150, 70229046, 70229498, 70052249, 80017528, 81244369, 80104648, 80091866, 70000196, 70059026"
Rowdy Rathore,2012,Hindi,70229043,"81144150, 70295762, 80057278, 70052249, 70229046, 81244369, 80104648, 70229498, 80017528, 70303496, 70000196, 80091866"
PK,2014,Hindi,70303496,"81318083, 81020508, 70052249, 80204117, 81016191, 70229043, 80017528, 70047320, 60036750, 80203996, 70083535, 81476453"
Hum Saath-Saath Hain,1999,Hindi,80074065,"60035870, 60036750, 70000196, 60036752, 70090035, 60036735, 70083535, 80091866, 70052249, 60036112, 70057651, 70219526"
Kabhi Khushi Kabhie Gham,2001,Hindi,60036750,"60036752, 60036735, 80074065, 70000196, 80091866, 70083535, 70057651, 60036112, 70276515, 70219526, 81690671, 70090035"
Love Aaj Kal,2020,Hindi,81113920,"80099083, 80170125, 81113918, 80083589, 80147949, 80087743, 81107545, 70302193, 81323993, 81193796, 80165854, 81177238"
Badrinath Ki Dulhania,2017,Hindi,80180043,"80073188, 70219526, 70276515, 80078739, 80147949, 80102019, 80170125, 81113918, 81382254, 70303428, 81107545, 80091866"
Shaandaar,2015,Hindi,80078739,"70303428, 81107545, 70219526, 81113918, 80180043, 80102019, 80073188, 70302193, 70276515, 80158042, 80170125, 80087743"
Khoobsurat,2014,Hindi,70303428,"80078739, 70302193, 70139071, 80102019, 80057585, 70276515, 80993401, 80032081, 81113918, 81382254, 70181653, 70219526"
Humpty Sharma Ki Dulhania,2014,Hindi,80073188,"80180043, 70219526, 80102019, 70276515, 80078739, 70302193, 81113918, 70303428, 80147949, 80158042, 80170125, 81382254"
Kapoor & Sons,2016,Hindi,80102019,"70219526, 80158042, 80180043, 70303428, 80078739, 70302193, 80073188, 70276515, 80147949, 80057585, 70123119, 80087743"
Pyaar Ka Punchnama 2,2015,Hindi,80083589,"80165854, 81113920, 81113918, 70278990, 81193796, 81323993, 81241439, 81016193, 81107545, 80170125, 81382254, 81690671"
Ala Vaikunthapurramuloo,2020,Telugu,81252029,"81259350, 81382264, 81595543, 81508719, 81273583, 81157385, 81671215, 81597036, 81671565, 81016196, 81637260, 81551307"
Ae Dil Hai Mushkil,2016,Hindi,80147949,"70276515, 81107545, 70219526, 80087743, 80170125, 70123119, 80158042, 80206847, 80180043, 81382254, 70202336, 70219525"
Kabir Singh,2019,Hindi,81107545,"80147949, 81350340, 81020508, 70276515, 80170125, 70219526, 81323993, 80087743, 80078739, 81214289, 81382254, 80206847"
OK Jaanu,2017,Hindi,80170125,"80147949, 80099083, 81382254, 81107545, 81113920, 81214289, 70302193, 80087743, 80180043, 70276515, 81177238, 70219526"
Tamasha,2015,Hindi,80087743,"70276515, 80147949, 80158042, 80170125, 70123119, 70219525, 81107545, 80099083, 70302193, 80104130, 70202336, 80206847"
Zindagi Na Milegi Dobara,2011,Hindi,70202336,"70276515, 80057585, 60021525, 70123119, 70219526, 80158042, 80147949, 80032081, 80087743, 60036735, 80102019, 70083535"
Game Over (Hindi Version),2019,Hindi,81151880,"81088083, 81496130, 81112446, 81267359, 81144153, 81039382, 81029150, 81061353, 81076113, 70037493, 81151877, 80164904"
Anacondas: The Hunt for the Blood Orchid,2004,"German, English, Spanish, Spanish, French, Hindi, Italian, Japanese, Korean, Polish, Portuguese, Turkish",60036256,"70097578, 60001220, 80029196, 11819467, 80216309, 70021664, 80139562, 81245455, 70037493, 80993105, 81210788, 70213512"
Betaal,2020,"English, Spanish, Spanish, Hindi, Portuguese, Tamil, Telugu",81061789,"81088083, 80245450, 81029150, 80996338, 81061353, 81496130, 70037493, 81267359, 81644920, 81151880, 81760372, 81243747"
Pyaar Ka Punchnama,2011,Hindi,80165854,"80083589, 70278990, 81113920, 70275774, 81016193, 81241439, 70052249, 81113918, 81193796, 70139071, 70123119, 70302193"
Dream Girl 2,2023,Hindi,81687159,"81722145, 81350339, 81382254, 81243747, 81016193, 81267360, 81294132, 81514143, 70278990, 81113918, 81595543, 70052249"
Chillar Party,2011,Hindi,70139072,"81107547, 80115686, 70185139, 81281461, 70052249, 70276514, 70278990, 28631029, 81283585, 70303496, 81690671, 60022058"
The Curse of La Llorona,2019,"English, Hindi",81034937,"80091246, 70251894, 80106763, 80219131, 81238605, 81478662, 81619948, 81616656, 80109295, 70305901, 81021831, 81485824"
ABCD 2,2015,Hindi,80057750,"70229045, 70219526, 80180043, 80091866, 70276515, 81107545, 60036750, 80170125, 81690671, 80102019, 70295762, 70302193"
ABCD: Any Body Can Dance,2013,Hindi,70229045,"80057750, 70219526, 80091866, 81244369, 81690671, 70295762, 70276515, 60036750, 80204117, 70243457, 81285617, 81631011"
Kal Ho Naa Ho,2003,Hindi,60036735,"60036750, 60036752, 70000196, 70057651, 70083535, 80091866, 60036112, 60021525, 70276515, 80074065, 80017528, 70202336"
Kabhi Alvida Naa Kehna,2006,Hindi,70057651,"60036735, 60036750, 60036112, 60036752, 17671454, 80091866, 70000196, 70083535, 80074065, 70039405, 60000722, 70276515"
Chalte Chalte,2003,Hindi,60036112,"70057651, 60000722, 60036735, 17671454, 70039405, 60036750, 70000196, 60036752, 70083535, 80091866, 70115621, 80074065"
Thunivu,2023,Tamil,81644302,"81672761, 81508241, 81671558, 81639319, 81016196, 81337210, 81427795, 80190101, 81671554, 81508242, 81671557, 81551307"
Mersal,2017,Tamil,81016196,"81508719, 81508241, 80190101, 81639319, 81337210, 81588444, 81427795, 81417659, 81252029, 81644302, 81671561, 81690671"
Doctor (Tamil),2021,Tamil,81337210,"81588444, 81462293, 81016196, 81508241, 80190101, 81615045, 81427795, 81644302, 81639319, 81642992, 81508242, 81671561"
Salaar (Tamil),2023,Tamil,81754779,"81727155, 81754780, 81754781, 81436990, 81157385, 81637261, 81639319, 81728125, 81671565, 81644302, 81671215, 81337210"
Leo (Malayalam),2023,Malayalam,81639321,"81639319, 81639323, 81508704, 81639320, 81259350, 81754780, 81508241, 81721164, 81508719, 81742215, 81571134, 81016196"
Salaar (Telugu ),2023,Telugu,81727155,"81754782, 81754779, 81436990, 81157385, 81754781, 81726031, 81639323, 81671215, 81476453, 81698397, 81639319, 81493411"
Iraivan,2023,Tamil,81624793,"81690269, 81176204, 81644302, 81644301, 81597747, 81728125, 81624800, 81639319, 81713401, 81508241, 81754779, 81624808"
Guntur Kaaram,2024,Telugu,81637260,"81671215, 81637261, 81727155, 81252029, 81682028, 81637262, 81671565, 81715677, 81671559, 81016194, 81551307, 81504462"
Guntur Kaaram (Tamil),2024,Tamil,81637261,"81637260, 81671215, 81637262, 81754779, 81637263, 81753407, 81728125, 81639319, 81711308, 81690671, 81642992, 81631011"
Khushi (Hindi),2023,Hindi,81719491,"81740214, 81582585, 81719490, 81382265, 81671215, 81699649, 81683129, 81728992, 81555298, 81382264, 81508717, 81588444"
Hi Papa (Hindi),2023,Hindi,81740214,"81682028, 81719491, 81753407, 81582585, 81350340, 81671215, 81725616, 81683129, 81688853, 81760391, 81730353, 81753408"
Sir (Hindi),2023,Hindi,81683129,"81671215, 81417659, 81555298, 81740214, 81508718, 81719491, 81699649, 81509795, 81508717, 81680653, 81671561, 81648072"
Salaar (English),2023,English,81754782,"81727155, 81671215, 81754779, 81639323, 81157385, 81754781, 81436990, 81508719, 81648072, 81680653, 81648103, 81672761"
Bro (Hindi),2023,Hindi,81699649,"81508717, 81713075, 81509795, 81508718, 81648072, 81555298, 81683129, 81719491, 81671215, 81417659, 81680653, 81509796"
GodFather,2022,Telugu,81597036,"81648072, 60011152, 81551307, 81614454, 81427455, 81157385, 81508241, 81252029, 81504462, 81631871, 81715677, 81671565"
Bhola Shankar (Hindi),2023,Hindi,81713075,"81699649, 81508717, 81509795, 81648072, 81648103, 81508718, 81672761, 81508719, 81671215, 81555298, 81417659, 81639323"
DSP (Hindi),2022,Hindi,81508718,"81555298, 81508717, 81648103, 81699649, 81417659, 81683129, 81509795, 81672761, 81680653, 81648072, 81690671, 81671215"
Iraivan (Hindi),2023,Hindi,81690269,"81648103, 81597698, 81672761, 81680653, 81648072, 81508719, 81639323, 81624793, 81656709, 81436989, 81773534, 81572876"
Jagame Thandhiram,2021,"German, English, Spanish, Hindi, Kannada, Malayalam, Tamil, Telugu",81417659,"81683129, 81555298, 81508717, 81508718, 81671561, 81509795, 81497215, 81680653, 81690671, 81648103, 81699649, 81508719"
Dasara,2023,Hindi,81680653,"81656709, 81555298, 81648103, 81508717, 81508718, 81671215, 81417659, 81683129, 81509795, 81508719, 81648072, 81690269"
Beast (Telugu),2022,Telugu,81508702,"81508719, 81639320, 81508241, 81462293, 81671558, 81242575, 81273583, 81728124, 81252029, 81551307, 81727155, 81637260"
Leo (Kannada),2023,Kannada,81639322,"81508703, 81639323, 81637263, 81639319, 81671554, 81754781, 81639320, 81700177, 81519046, 81624808, 81652826, 81690183"
Doctor (Telugu),2021,Telugu,81462293,"81337210, 81588444, 81508702, 81611931, 81508708, 81555315, 81509796, 81671558, 81519046, 81642993, 81639320, 81690671"
Aadikeshava,2023,"Kannada, Malayalam, Tamil, Telugu",81671565,"81671559, 81504462, 81719492, 81637260, 81252029, 81551307, 81273583, 81597036, 81715677, 81727155, 81631871, 81605071"
Gangs of Godavari,2024,"Kannada, Malayalam, Tamil, Telugu",81715677,"81730920, 81671559, 81382266, 81690671, 81637260, 81671565, 81678595, 81721164, 81727155, 81252029, 81504462, 81639320"
Kurup (Hindi),2021,Hindi,81555298,"81508718, 81680653, 81508717, 81683129, 81719491, 81699649, 81671215, 81509795, 81597698, 81417659, 81690671, 81648072"
Top Gun: Maverick,2022,"English, Spanish, French, Unknown, Hindi, Italian, Japanese, Portuguese, Russian",81198910,"1056189, 81672085, 81698397, 81416258, 80106762, 70243455, 70298735, 70305903, 81674658, 81004278, 81199140, 81493411"
Bade Miyan Chote Miyan,2024,"Hindi, Kannada, Malayalam, Tamil, Telugu",81678595,"81698397, 81144150, 81493411, 81244369, 80104648, 81508719, 80204117, 81633804, 81639323, 81157385, 81244367, 81671215"
Malang,2020,Hindi,81214289,"81382262, 80099083, 80170125, 81107545, 81177238, 81189912, 80104648, 81157385, 81244369, 80147949, 81113920, 80159955"
Baahubali: The Beginning (Hindi Version),2015,Hindi,80204117,"80203996, 80203997, 81476453, 80104648, 81227047, 81727155, 80204119, 81157385, 80205231, 81519291, 81244367, 80164778"
Brothers,2015,Hindi,81244369,"81144150, 80057278, 70295762, 80104648, 70229043, 81690671, 81214289, 81189912, 70229498, 81244367, 70229046, 80159955"
Agneepath (2012),2012,Hindi,81244367,"81476453, 80104648, 81157385, 80164778, 235527, 80204117, 81144150, 80104257, 80091866, 80203996, 81244369, 60036750"
Mohenjo Daro,2016,Hindi,80104257,"70090035, 81227047, 80204117, 81244367, 80104648, 60021758, 70001237, 80203996, 81690671, 60036752, 81476453, 81157385"
Baahubali 2: The Conclusion (Hindi Version),2017,Hindi,80203996,"80204117, 81476453, 80203997, 81519291, 81227047, 80104648, 80205231, 81244367, 60036750, 80204119, 81497215, 81280352"
Drive,2019,"English, Spanish, Hindi, Portuguese, Tamil, Telugu",81189912,"81157385, 70229498, 81214289, 70229046, 80142090, 80159955, 80104648, 70059026, 81382262, 70224999, 81144150, 70303495"
Hi Nanna,2023,Telugu,81682028,"81740214, 81753407, 81753409, 81382265, 81486768, 81678103, 81346056, 81637260, 81350340, 81719491, 81252029, 81412247"
Gandeevadhari Arjuna,2023,Telugu,81504462,"81700177, 81700175, 81671565, 81719492, 81551307, 81721164, 81631871, 81597036, 81637260, 81700176, 81727155, 81427455"
Adipurush,2023,Hindi,81519291,"81476453, 80203996, 80204117, 81727155, 81244367, 81157385, 80104648, 81698397, 81144150, 81551307, 81493411, 81436990"
Minnal Murali,2021,"English, Spanish, Hindi, Kannada, Malayalam, Portuguese, Tamil, Telugu",81497215,"81597698, 81721164, 81417659, 81707604, 81571134, 81602976, 81615045, 81476453, 81477034, 81273582, 81690671, 81508241"
Panipat,2019,Hindi,81227047,"70090035, 80104257, 80204117, 80203996, 81476453, 81690671, 80165852, 81730920, 81292944, 60021758, 70001237, 81244367"
Jab Harry Met Sejal,2017,Hindi,80206847,"80158042, 81005364, 80147949, 80087743, 80091866, 70276515, 80017528, 70057651, 70303428, 60036735, 70083535, 60036752"
Race 2,2013,Hindi,70229046,"70229498, 70059026, 81189912, 80057278, 70229043, 70295762, 80159955, 70224999, 70303495, 80104648, 80017528, 81144150"
Players,2012,Hindi,70229498,"70229046, 81189912, 80057278, 70295762, 80159955, 70303495, 70059026, 70224999, 81144150, 70229043, 80104648, 80017528"
Force 2,2016,Hindi,80159955,"81382262, 70293703, 81144150, 70303495, 81189912, 70229046, 80177776, 70229498, 80057278, 80104648, 81157385, 81214289"
Conjuring Kannappan,2023,Tamil,81704206,"81754783, 81754785, 81632774, 81754784, 81588444, 81699650, 81644284, 81642992, 81644300, 81644285, 81644920, 81176205"
Poochandi,2022,Tamil,81640341,"81699650, 81632774, 81318026, 81704206, 81644920, 81435636, 81680624, 81151877, 81644298, 81713401, 81088083, 81644301"
Katteri (Kannada),2022,Kannada,81632777,"81699652, 81754785, 81632774, 81711453, 81632775, 81582588, 81729007, 81642995, 81508706, 81496130"
Virupaksha (Tamil),2023,Tamil,81699650,"81704206, 81504461, 81644920, 81632774, 81640341, 81435636, 81151877, 81318026, 81699651, 81699652, 81680624, 81644300"
Boomika,2021,Tamil,81435636,"81496130, 81496132, 81699650, 81640341, 81151877, 81632774, 81644920, 81151904, 81704206, 81318026, 81278143"
Game Over (Tamil Version),2019,Tamil,81151877,"81699650, 81151880, 81435636, 81640341, 81151904, 81632774, 81278143, 81704206, 81318026, 81151878, 81680624, 81289660"
Naai Sekar Returns,2022,"Kannada, Malayalam, Tamil, Telugu",81644285,"81588444, 81597047, 81615045, 81704206, 81272107, 81177366, 81632774, 81642992, 81508243, 81644300, 81582584, 81176205"
Mad,2023,Telugu,81678103,"81052275, 81682028, 81588444, 81382265, 81671559, 80203159, 81346056, 81643804, 81252029, 81177374, 81273583, 81412247"
Conjuring Kannappan (Kannada),2023,Kannada,81754785,"81704206, 81754783, 81699652, 81632777, 81582588, 81711453, 81729007, 81754784, 81642995, 81730408, 81496130"
Ee Nagaraniki Emaindi,2018,Telugu,81052275,"81643804, 81678103, 81346056, 81642993, 81597037, 81588444, 81671559, 81177374, 80203159, 81273583, 81412247, 81643778"
