Title,Year,Languages,Suggestion ID,Suggestions
Garouden: The Way of the Lone Wolf,2024,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Thai, Turkish",81215625,"81648184, 81001988, 81153116, 80992228, 81002441, 81574246, 80204451, 80117291, 81050090, 81236338"
Tekken: Bloodline,2022,"Czech, German, English, Spanish, Spanish, French, Hungarian, Italian, Japanese, Polish, Portuguese, Thai",81002441,"81648184, 80992228, 80204451, 81281582, 81001988, 81215625, 81418302, 81236338, 81153116, 81177634, 80995578"
Hell's Paradise: Jigokuraku,2023,Japanese,81574246,"81215627, 81648184, 80132110, 81278456, 81215625, 81177634, 81448990, 80238012, 81726765, 81091393"
Blood of Zeus,2020,"Greek, English, French, Hindi, Japanese, Portuguese",81001988,"81002441, 81436901, 81648184, 81037868, 81281582, 70185194, 80174974, 81215625, 81249833"
Black Clover: Sword of the Wizard King,2023,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Thai, Turkish",81448990,"80238012, 81091393, 81177634, 81640753, 81511410, 81648184, 81278456, 81249833, 81562396"
SPY x FAMILY,2022,"English, Filipino (Tagalog), Hindi, Indonesian, Japanese, Thai, Vietnamese, Unknown",81511410,"81684733, 81228573, 81564905, 81215627, 81091393, 80090673, 81177634, 80175351, 81705343, 81726765"
Naruto,2002,"English, Japanese, Chinese",70205012,"80000603, 81080523, 80117291, 80107103, 81091393, 70204957, 81215627, 81648184, 81278456, 81240764"
One Piece Stampede,2019,Japanese,81240764,"81700392, 80163050, 80998781, 80198443, 80107103, 80998780, 81733654, 80217863, 80117291, 81511410, 81648184, 81080523"
One Piece Film Z,2012,"English, Spanish, Japanese, Portuguese",80198443,"80163050, 81240764, 80998781, 81700392, 80107103, 80998780, 81733654, 80117291, 80217863, 81091393, 81278456, 81648184"
One Piece Film: Gold,2016,"English, Japanese",80163050,"81240764, 80107103, 80198443, 80998781, 81700392, 80998780, 81733654, 80217863, 81091393, 81278456, 81448990, 80117291"
One Piece Film: Strong World,2009,"English, Spanish, Japanese, Portuguese",80998781,"81240764, 80198443, 80163050, 81700392, 80107103, 80998780, 81733654, 80217863, 80117291, 81278456, 81091393, 81640753"
Monsters 103 Mercies Dragon Damnation,2024,"German, English, Spanish, Spanish, French, Japanese, Portuguese, Thai",81733654,"81240764, 80198443, 81700392, 80163050, 80998781, 81746611, 81450803, 80998780, 80107103, 80182123, 81564899, 81648184"
"One Piece: Episode of Chopper: Bloom in the Winter, Miracle Sakura",2008,Japanese,80998780,"81240764, 80107103, 80998781, 80198443, 81700392, 80163050, 81733654, 80217863, 81091393, 80117291, 81278456, 81511410"
Tokyo Revengers,2021,Japanese,81442520,"81177634, 81640753, 81215627, 81647497, 81278456, 81091393, 81304899, 80090673, 81511410, 81648184, 80117291"
The Disastrous Life of Saiki K.,2016,Japanese,80117781,"81228573, 81275353, 81177634, 81511410, 80175351, 80179798, 80117291"
Overlord,2015,Japanese,80132110,"80179798, 81574246, 81686706, 80238012, 80987039, 81648184, 81474718, 81681485, 81758318, 81564899"
Mob Psycho 100,2018,Japanese,80213536,"80179798, 80117291, 80117781, 81243969, 80217733, 80135674, 80238012, 80107103, 81511410, 81091393, 81046193"
Black Clover,2017,Japanese,80238012,"81448990, 81278456, 81574246, 81091393, 80132110, 81215627, 80107103, 81046193, 81700392, 81511410"
Dr. Stone,2019,Japanese,81046193,"80179798, 80132110, 81278456, 80238012, 80117291, 81511410, 81640753, 81564899, 81448990, 81215627"
VINLAND SAGA,2019,"German, English, Spanish, French, Japanese, Portuguese",81249833,"81177634, 81215627, 81001988, 81648184, 81448990, 80992228, 81281582, 81409869"
JoJo's Bizarre Adventure,2012,"German, English, Spanish, Spanish, French, Italian, Japanese, Portuguese, Thai",80179831,"80204451, 81091393, 81249833, 81648184, 80117291, 81236338, 80107103, 81278456, 81215627"
My Hero Academia: Heroes Rising,2019,Japanese,81398907,"80135674, 81051689, 81642996, 81511410, 80117291, 80107103, 81091393, 81278456, 81177634, 81448990"
My Hero Academia: Two Heroes,2018,Japanese,81051689,"80135674, 81398907, 81642996, 81511410, 80117291, 80107103, 81700392, 81278456, 81091393, 81228573, 80238012"
My Hero Academia: World Heroes' Mission,2021,Japanese,81642996,"80135674, 81398907, 81051689, 80117291, 81511410, 81700392, 81091393, 81278456, 81177634, 80238012"
Kakegurui,2017,"German, English, Spanish, Spanish, French, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Thai",80175351,"81176966, 70204970, 81177634, 81228573, 81511410, 81050090, 81215627"
Death Note,2015,Japanese,81410078,"70204970, 80122759, 81586984, 80200575, 81179841, 80241947, 80175351, 81619948, 80191008"
Parasyte: The Maxim,2014,"English, Spanish, French, Japanese, Portuguese",80191008,"81194158, 70204970, 81177634, 81215627, 80117291, 81061734, 80174974, 81261227, 81091393, 81256675"
Monster,2004,"French, Japanese",81409869,"70204970, 81249833, 81281344, 80174974, 80191008, 81678617, 81177634, 80124041, 81033445"
【OSHI NO KO】,2023,Japanese,81684733,"81511410, 81228573, 81091393, 81564905, 80175351, 81215627, 81278456, 81640753, 81736254"
Dark,2017,"German, English, Spanish, Spanish, French, Italian, Polish, Portuguese, Turkish",80100172,"80214497, 70264888, 81133094, 80154610, 80222802, 81090319, 80993062, 81690671, 80044950, 81631011"
The Midnight Sky,2020,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Russian, Thai, Turkish, Ukrainian",80244645,"80134721, 80236421, 80214512, 70264888, 80196789, 80175798, 80049358, 80200571, 80234304, 81252991"
Sense8,2015,"German, English, Spanish, Spanish, French, Italian, Japanese, Polish, Portuguese, Turkish",80025744,"80044950, 80105699, 70264888, 80100172, 80993062, 81258637, 80097140, 80074220, 80236236, 80154610"
Archive 81,2022,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Polish, Portuguese, Russian, Thai, Turkish",80222802,"81083626, 80209229, 81112336, 80189221, 80100172, 80174608, 81414665, 80241581, 81237854, 80993062"
The Midnight Club,2022,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Polish, Portuguese, Thai, Turkish",81112336,"81083626, 80189221, 81414665, 81237854, 80222802, 80209229, 81022058, 81288353, 80213445, 81116060"
The Haunting of Hill House,2018,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Russian, Thai, Turkish, Ukrainian",80189221,"81237854, 81414665, 81083626, 81112336, 80222802, 80209229, 80213445, 81034937, 70251894"
Midnight Mass,2021,"Unknown, Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Russian, Swedish, Thai, Turkish, Ukrainian",81083626,"80189221, 81112336, 81414665, 81237854, 80222802, 81029704, 80997687, 80209229, 80213445, 80135414, 81034937"
The Fall of the House of Usher,2023,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Thai, Turkish, Ukrainian",81414665,"80189221, 81083626, 81237854, 81112336, 80209229, 80222802, 81517749, 80213445, 81388090, 80241581"
Ratched,2020,"German, English, Spanish, Spanish, French, Hindi, Italian, Japanese, Polish, Portuguese, Turkish",80213445,"70130445, 81000365, 81332757, 80209024, 81011569, 81288353, 81079914, 81287562, 81380441"
The Dragon Prince,2018,"Arabic, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Hindi, Hungarian, Italian, Japanese, Korean, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Swedish, Thai, Turkish, Vietnamese, Unknown",80212245,"80179762, 80075820, 81010139, 80234642, 81004665, 81007144, 81092958"
Green Snake,2021,"English, Spanish, French, Japanese, Portuguese, Thai, Unknown, Unknown",81504698,"81418302, 81170086, 80237245, 81435684, 81007144, 80234520, 81001991, 81403965, 81010139, 81346827, 81018682, 80218885"
Spider-Man: Across the Spider-Verse,2023,"Bengali, German, English, Spanish, French, Gujarati, Hindi, Hungarian, Kannada, Korean, Malayalam, Marathi, Dutch, Polish, Portuguese, Romanian, Tamil, Telugu, Thai, Vietnamese, Chinese",81594921,"81002747, 81465707, 80166369, 81555726, 70155571, 80991034, 80211726, 81037695, 70177689, 81007144, 80217006, 81294811"
Nimona,2023,"Arabic, Catalan, Czech, Danish, German, Greek, English, Spanish, Spanish, Basque, Finnish, Unknown, French, Galician, Hebrew, Hindi, Croatian, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Swedish, Tamil, Telugu",81444554,"80179762, 80994692, 80244283, 81018682, 81399614, 81035568"
Altered Carbon: Resleeved,2020,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Thai, Turkish",81001991,"80097140, 81418302, 70307393, 81504698, 80174608, 81054853, 80118543, 81037868, 80987064, 80212245, 80115466, 81170086"
New Gods: Nezha Reborn,2021,"German, English, Spanish, French, Italian, Portuguese, Thai, yue, Unknown, Unknown",81418302,"81504698, 80237245, 81002441, 81170086, 81001991, 80217733, 81001988, 81403965, 81199140, 81037868, 81177634, 80212245"
Einstein and the Bomb,2024,"Czech, German, English, Spanish, Spanish, French, Hungarian, Italian, Polish, Portuguese, Turkish, Ukrainian",81474469,"81273453, 81303911, 81473680, 81343342, 81473679, 80106791, 81243961, 81325194, 81139212, 81307163, 81614129"
3%,2016,"English, Spanish, Portuguese",80074220,"80993062, 80177458, 80200575, 80154610, 80197989, 80236236, 80100172, 81631011, 80220334, 81024821, 81288179"
Regular Show,2010,"English, Hindi",70221402,"70241425, 80014749, 70243420, 70300800, 70199841, 80117291, 70155547, 80103408, 80117038"
BoJack Horseman,2014,"German, English, Spanish, Spanish, French, Italian, Japanese, Polish, Portuguese, Russian, Turkish",70300800,"80014749, 80004447, 80117038, 70221402, 80095697, 81044590, 81053303, 80019503"
Disenchantment,2018,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Turkish, Ukrainian",80095697,"80014749, 80117038, 81095190, 70300800, 70221402"
Big Mouth,2017,"German, English, Spanish, Spanish, French, Italian, Japanese, Polish, Portuguese, Turkish",80117038,"80014749, 80095697, 70300800, 70221402, 81095190, 81053303"
Captain Fall,2023,"Czech, Danish, German, English, Spanish, Spanish, French, Hungarian, Norwegian, Polish, Portuguese, Swedish",81095190,"81214194, 80095697, 81044590, 80014749, 81039557, 80240585, 70171942"
Resident Evil: Vendetta,2017,"German, English, Spanish, Spanish, French, Hindi, Italian, Polish, Portuguese, Turkish",80190911,"80987064, 70307393, 80126440, 81425105, 80174608, 70262639, 81199140, 81093420, 81149450, 81760372, 81648184, 81700392"
Resident Evil,2022,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Tamil, Thai, Turkish, Ukrainian",80996532,"60022705, 81425105, 80126440, 70177057, 80198988, 81252707, 80208806, 80174608, 81464329, 81046394, 70262639, 80197462"
Resident Evil: Welcome to Raccoon City,2021,"English, Hindi, Tamil, Telugu",81425105,"80996532, 80126440, 60022705, 81489818, 70123542, 80208806, 81046394, 81093420, 70084793, 81240831, 80216309, 70262639"
Appleseed Alpha,2014,"German, English, Spanish, French, Hindi, Portuguese",70307393,"81137486, 80174608, 80190911, 81199140, 80115466, 81648184, 80118543, 81030224, 81001991, 81176967, 80987064, 70075481"
Kingsglaive: Final Fantasy XV,2016,"German, English, Spanish, Spanish, French, Hindi, Italian, Japanese, Korean, Polish, Portuguese, Thai, Turkish",80118543,"80987064, 81418302, 81403965, 80144309, 70307393, 81346827, 81001991, 80093133, 70075481, 80987626, 70217912, 81464239"
Onimusha,2023,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Thai, Turkish, Vietnamese",81153116,"81144203, 81648184, 80992228, 81281344, 81215625, 81436901, 81001988, 81249833, 80174608"
Castlevania: Nocturne,2023,"English, Spanish, French, Hindi, Japanese, Portuguese",81436901,"81001988, 81281582, 81153116, 81144203, 81037868, 80117291, 80174974"
Bright: Samurai Soul,2021,"German, English, Spanish, Spanish, French, Italian, Japanese, Portuguese, Thai",81001990,"81144203, 81153116, 80119234, 80174608, 80216309, 81199140, 70307393, 81001991, 81054853, 81037868"
Rurouni Kenshin: The Beginning,2021,"German, English, Spanish, Spanish, French, Italian, Japanese, Portuguese, Thai",81313229,"70293105, 81313227, 80191740, 80084765, 80217733, 81153955, 81243969, 81212831, 81465101, 81336431, 80039717, 81403965"
Rurouni Kenshin: Origins,2012,"English, Spanish, Japanese, Portuguese, Thai",70293105,"81313229, 81313227, 80084765, 80217733, 80191740, 81153955, 81212831, 81243969, 81454087, 81403965, 70208107, 80039717"
The Holiday,2006,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Russian, Turkish",70045854,"81034553, 80239019, 21304015, 70130445, 70103759, 80231468, 60036227, 70120143, 81760229, 60022922, 81741339, 70123923"
Eat Pray Love,2010,"German, English, Spanish, Spanish, French, Hindi, Italian, Japanese, Korean, Polish, Portuguese, Turkish",70130445,"81000365, 81332757, 80209024, 81011569, 81288353, 81079914, 81287562, 80213445, 81380441"
Clueless,1995,"German, English, Spanish, Spanish, French, Hindi, Italian, Japanese, Polish, Portuguese, Russian, Thai",384406,"60034551, 80239019, 70097579, 21304015, 80143556, 70098895, 80217525, 80203147, 81127150, 60036227, 80235214, 80220496"
Ticket to Paradise,2022,"English, French, Hindi, Italian, Russian",81598180,"81760229, 81447226, 81728840, 80239019, 81643440, 70130445, 81760391, 70045854, 81459080, 81361154, 21304015, 81672746"
The Wonderful Story of Henry Sugar,2023,"Czech, German, English, Spanish, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Tamil, Telugu, Thai, Turkish, Ukrainian",81388090,"81725557, 81447231, 81711973, 81711970, 60000209, 81171868, 81516046, 81268316, 81332733, 81349306, 81614419, 81111528"
Memoirs of a Geisha,2005,"German, English, Spanish, Spanish, French, Hindi, Italian, Korean, Polish, Portuguese, Turkish",70021662,"81325501, 60000428, 81140933, 70032594, 60036227, 80239019, 948002, 70023965, 477351, 81222923, 70130445, 81476441"
Sitara: Let Girls Dream,2020,Unknown,81160765,"81332733, 81270289, 81349306, 81283585, 80017272, 80993105, 80245121, 81178338, 81285617, 786137, 81120982, 81760391"
Downsizing,2017,"German, English, Spanish, Spanish, French, Unknown, Hindi, Italian, Japanese, Polish, Portuguese, Russian, Turkish",80192836,"81252357, 80117456, 81629411, 81333286, 70028904, 60000209, 81659034, 70005379, 80015343, 81024821, 80031715, 70305903"
Pride & Prejudice,2005,"English, Spanish, Spanish, Hindi, Japanese, Polish, Portuguese, Turkish",70032594,"948002, 81140933, 81410649, 60036227, 81222923, 81277950, 70021662, 81522433, 81711218, 477351, 81447226, 80239019"
Anne with an E,2017,"German, English, Spanish, Spanish, French, Italian, Japanese, Polish, Portuguese, Turkish",80136311,"81277950, 81140933, 81406219, 80119411, 81222923, 80234304, 70032594, 81248111, 81349306, 81410649, 948002, 80232398"
Sense and Sensibility,1995,"German, English, Spanish, Spanish, French, Hindi, Italian, Japanese, Korean, Polish, Portuguese, Turkish",948002,"70032594, 81140933, 81410649, 81277950, 81447226, 81222923, 81418071, 477351, 60036227, 81507021, 80164400, 80211648"
Persuasion,2022,"Czech, German, English, Spanish, Spanish, Unknown, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Tamil, Telugu, Thai, Turkish, Ukrainian",81410649,"70032594, 948002, 81140933, 81507021, 81222923, 81002196, 80232398, 81418071, 80164400, 81447226, 80223371, 81476183"
Bhola Shankar (Tamil),2023,Tamil,81631872,"81631871, 81700175, 81713075, 81718500, 81637261, 81719492, 81671565, 81754779, 81551307, 81646772, 81631011, 81016196"
The Dark Knight Rises,2012,"English, Hindi",70213514,"70079583, 70021642, 81500601, 60027724, 20557937, 81199140, 70131314, 60004481, 70047101, 80216309, 81465707, 81198930"
Spider-Man,2002,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Tamil, Telugu, Turkish",60004481,"60036230, 80166369, 70047101, 60027724, 80144309, 80991034, 80187362, 70264797, 80081793, 70155571, 70177689, 80216309"
The Matrix Resurrections,2021,"English, Hindi",81475316,"60027695, 20557937, 81500601, 60031303, 70019508, 81199139, 70208107, 70131314, 70305903, 80185760, 70079583, 81199140"
The Harder They Fall,2021,"Unknown, Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Russian, Swedish, Thai, Turkish, Ukrainian",81077494,"81368729, 80200267, 966131, 80097141, 80200571, 81210670, 877351, 81127997, 80039517, 80025919, 80127990, 81199140"
The Ballad of Buster Scruggs,2018,"German, English, Spanish, Spanish, French, Italian, Japanese, Polish, Portuguese, Russian, Turkish",80200267,"80039517, 81077494, 966131, 81127997, 80200571, 80097141, 81210670, 877351, 60003388, 80127990, 81333286, 80238738"
News of the World,2021,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Russian, Thai, Turkish",81210670,"80200571, 80097141, 81077494, 966131, 81127997, 80200267, 80200047, 877351, 80238738, 81167887, 81115160, 70005379"
Yellowstone,2018,"German, English, Spanish, French, Polish, Portuguese",80238738,"80097141, 80200571, 80099656, 80200267, 81133447, 80002479, 81210670, 80240027, 81325194, 81149450, 80077977"
Night in Paradise,2021,"English, Spanish, Italian, Korean, Portuguese, Thai",81342504,"70241118, 81424705, 81616524, 80152434, 81002312, 80236133, 80223050, 81312457, 81690671, 81472752, 81623070, 80226357"
A Family,2021,Japanese,81424705,"81342504, 81486812, 80152434, 81623070, 80236133, 70241118, 80191740, 81465101, 81002312, 81137509, 81581946, 81286570"
Polar,2019,"German, English, Spanish, Spanish, French, Italian, Japanese, Polish, Portuguese, Turkish",80223052,"81160697, 80216200, 80152434, 81005258, 81038963, 81410784, 80209746, 81034865, 81458368, 81416533, 80192187, 81388316"
Blade of the Immortal,2017,"Spanish, French, Italian, Japanese, Polish, Turkish",80191740,"81313229, 80084765, 70293105, 81313227, 80152434, 81153955, 81212831, 81726698, 80217733, 80039717, 81336431, 81067756"
HELL DOGS - IN THE HOUSE OF BAMBOO -,2022,Japanese,81623070,"81454087, 81424705, 81418329, 81507232, 81342504, 81486812, 80152434, 81465101, 81650217, 81002312, 81623164, 81773534"
How I Fell in Love with a Gangster,2022,"Czech, German, English, Spanish, Spanish, French, Hungarian, Italian, Polish, Portuguese, Russian, Ukrainian",81399298,"81286570, 80155812, 81080942, 81713120, 81559019, 81446391, 81517010, 80037286, 81342504, 81567028, 81058432, 81245964"
Narco-Saints,2022,"German, English, Spanish, Spanish, Unknown, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Polish, Portuguese, Thai, Turkish, Vietnamese",81343748,"81349413, 80025172, 80997085, 80236133, 81280917, 81342504, 81478004, 80997343, 80133042, 81011211, 81607354, 80990668"
Believer,2018,Korean,81002312,"81594923, 81572011, 81478985, 81342504, 81478004, 81399639, 80236133, 81266458, 81437344, 70241118, 81721676, 81285617"
Narcos: Mexico,2018,"German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Russian, Turkish",80997085,"80025172, 81690671, 80133042, 81343748, 81133447, 80107369, 80035684, 81078819, 81631011, 70241340"
El Chapo,2017,"German, English, Spanish, French, Italian, Japanese, Polish, Portuguese, Turkish",80133042,"80997085, 80025172, 80035684, 81343748, 81133447, 80107369, 70241340, 70205672, 81026305, 81078819"
Griselda,2024,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Tamil, Telugu, Thai, Turkish, Ukrainian, Vietnamese",81133447,"80025172, 81175669, 80997085, 80107369, 81306170, 80133042, 81268316, 81325194, 80035684, 81586657, 80998988, 81588093"
"Pablo Escobar, el patrón del mal",2012,"Spanish, French, Polish, Turkish",80035684,"80025172, 80133042, 80997085, 81133447, 70205672, 70241340, 81343748, 80002479"
Queen of the South,2016,"German, English, Spanish, Spanish, French, Italian, Japanese, Polish, Portuguese, Turkish",80107369,"81690671, 81133447, 80025172, 80066429, 70205672, 80997085, 80993017, 81317562, 80133042"
El Camino: A Breaking Bad Movie,2019,"German, English, Spanish, Spanish, French, Italian, Japanese, Polish, Portuguese, Turkish",81078819,"70143836, 80021955, 80025172, 80997085, 80133042, 80002479, 80117552, 81690671, 81343748, 60011152, 81092221, 80200571"
MINDHUNTER,2017,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Russian, Turkish, Ukrainian",80114855,"81332052, 81287562, 80175802, 80153467, 80149395, 80117552, 80100172, 80234448, 70136126"
Bodyguard,2018,"German, English, Spanish, Spanish, French, Italian, Japanese, Polish, Portuguese, Turkish",80235864,"81450827, 81417796, 81396545, 81288983, 80992058, 80113647, 81152788, 81349458, 70178217"
Top Boy: Summerhouse,2011,English,70236561,"80217669, 81557731, 80226923, 81289069, 81128450, 60024922, 80002479, 70143836, 81478663, 80117552, 81316476, 80025172"
The Blacklist,2019,"English, Polish, Russian",70281312,"81417796, 81303831, 80235864, 81396545, 81450827, 81288983, 70178217, 80114855, 80113647, 81476887, 80002479, 80024057"
Inventing Anna,2022,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Russian, Thai, Turkish, Ukrainian, Vietnamese",81008305,"80217229, 81716193, 80024057, 81476183, 80232398"
Alias Grace,2017,"German, English, Spanish, Spanish, French, Italian, Japanese, Polish, Portuguese, Turkish",80119411,"81426931, 81222923, 81354529, 81414644, 80136311, 81019069, 81002196, 80998988, 80164400, 80211648, 81140933, 80149395"
The Law According to Lidia Poët,2023,"Czech, German, Unknown, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Polish, Portuguese, Thai, Turkish, Ukrainian",81414644,"80119411, 81222923, 81354529, 80149395, 81277950, 81410649, 81406219, 81494917, 80241581, 81507021, 81418071"
Snabba Cash,2021,"German, English, Spanish, Spanish, French, Italian, Polish, Portuguese, Swedish, Turkish",81128450,"81653643, 80217669, 81289069, 81312828, 81317562, 81348771, 81175433, 81034012, 81286570, 81594392, 70236561"
Forever Rich,2021,"German, English, Spanish, Spanish, French, Dutch, Polish, Portuguese, Turkish",81289069,"80217669, 81312828, 81488972, 81128450, 81034012, 81286570, 81308434, 60024922, 81348771, 70236561, 80133153"
The Kitchen,2023,"Czech, German, English, Unknown, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Thai, Turkish",81557731,"81517155, 81268316, 81288179, 80174972, 81133447, 81725549, 81308434, 81449034, 81460836, 81488972, 81199139, 81092221"
The Forgotten Battle,2021,"English, Spanish, Spanish, French, Italian, Dutch, Polish, Portuguese, Turkish",81166791,"81260280, 81166149, 70266110, 81485977, 81557402, 81186240, 80041653, 81144852, 80986885, 80118916, 60026139, 81041495"
Narvik,2022,"Czech, English, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Norwegian, Polish, Portuguese, Thai, Turkish",81166149,"81166791, 81260280, 81557402, 81485977, 70266110, 81186240, 80041653, 80986885, 81041495, 80191608, 80118916, 81144852"
Blood & Gold,2023,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Thai, Turkish, Ukrainian",81557402,"81166149, 81485977, 81260280, 81166791, 70266110, 81041495, 80986885, 81186240, 81144852, 81256747, 80041653, 80118916"
Company of Heroes,2013,"English, Spanish, Spanish, French, Hindi, Italian, Japanese, Polish, Portuguese",70266110,"81166791, 81260280, 81166149, 81557402, 80041653, 60026139, 81485977, 80118916, 60036359, 70170562, 80986885, 81186240"
Munich – The Edge of War,2021,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Polish, Portuguese, Russian, Thai, Turkish, Ukrainian",81144852,"80986885, 70038133, 81166791, 80188120, 81166149, 81485977, 81260280, 80112565, 80178151, 81557402, 60036359, 80191608"
The Bombardment,2022,"Czech, Danish, German, English, Spanish, Spanish, French, Hungarian, Italian, Polish, Portuguese, Turkish",81186240,"81166791, 81166149, 80191608, 81260280, 81248111, 81557402, 81485977, 81435414, 80986885, 70266110, 81144852, 60036359"
The Siege of Jadotville,2016,"German, English, Spanish, Spanish, French, Italian, Japanese, Polish, Portuguese, Turkish",80041653,"80118916, 81041495, 81166791, 80178280, 81260280, 81166149, 70266110, 80220426, 80068327, 60026139, 81557402, 70056430"
The Lincoln Lawyer,2022,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Polish, Portuguese, Thai, Turkish, Ukrainian",81303831,"81396545, 81288983, 81152788, 81417796, 80235864, 81332052, 70195800, 81140282, 80024057, 70178217, 81450827, 70281312"
Florida Man,2023,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Polish, Portuguese, Thai, Turkish",81157207,"81690671, 81413928, 81397077, 80992058, 80993062, 81396545, 81447461, 81500842, 81417796, 81288983, 81476887, 81631011"
BEEF,2023,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Polish, Portuguese, Thai, Turkish, Ukrainian",81447461,"81517155, 81157207, 80202874, 70264888, 80174972, 81725549, 81389634, 81194505, 81500842, 81133447, 81268316"
Paper Lives,2021,"Unknown, German, Unknown, Spanish, Spanish, French, Italian, Polish, Portuguese, Turkish",81334946,"81350683, 81239779, 81346323, 81610272, 81670880, 81346057, 81590491, 81681294, 81577050, 81462319, 81616617"
How to Sell Drugs Online (Fast),2019,"German, Unknown, Spanish, French, Italian, Turkish",80218448,"81690671, 80175722, 81389612, 81186296, 81488972, 70132721, 80197526, 80197462"
Clark,2022,"Czech, German, English, Spanish, Spanish, French, Hungarian, Italian, Polish, Portuguese, Swedish, Turkish",81113742,"81149112, 81216677, 81389612, 81481477, 81286570, 81186296, 81463577, 81332052, 81157207, 81488972"
Forgive Us Our Trespasses,2022,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Russian, Thai, Turkish, Ukrainian",81320168,"81248111, 81186240, 81485977, 81260280, 81166149, 81166791, 80191608, 60036359, 81435414, 81144852, 80986885, 81349306"
The Last Letter From Your Lover,2021,"Czech, German, English, Spanish, Spanish, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Turkish",81030821,"81410649, 81140933, 60036227, 70291093, 80223371, 81522433, 81002196, 70032594, 81447264, 81504327, 81043665, 81349306"
The Remains of the Day,1993,"German, English, Spanish, Spanish, French, Hindi, Italian, Japanese, Korean, Polish, Portuguese, Turkish",60011325,"477351, 948002, 70012020, 80174451, 70032594, 70021662, 1181488, 81140933, 60000209, 70023965, 60025007, 60011152"
Munich,2005,"English, Spanish, Hindi, Italian, Japanese, Polish, Russian, Turkish",70038133,"81144852, 80178151, 80188120, 60036359, 81690671, 80986885, 80178280, 80240537, 81149450, 80112565, 81041495, 81631011"
The Angel,2018,"German, English, Spanish, Spanish, French, Italian, Japanese, Polish, Portuguese, Turkish",80188120,"80240537, 80178151, 80986885, 81000201, 70038133, 80113612, 81144852, 81285617, 81041495, 80178280, 80191526, 80064514"
